timestamp,wheel_rpm,speed,distance,anomaly
2025-06-04 15:51:44.903163,626.5057328962693,70.85612908435712,0.0,normal
2025-06-04 15:51:45.903163,624.549638942686,70.63490007016199,19.620805575044997,normal
2025-06-04 15:51:46.903163,626.7546763169777,70.88428392193677,39.31088444224966,normal
2025-06-04 15:51:47.903163,627.2200024935362,70.93691107265755,59.01558196243231,normal
2025-06-04 15:51:48.903163,628.9005784953974,71.12697974062242,78.77307633482742,normal
2025-06-04 15:51:49.903163,627.875621426562,71.01105982710529,98.49837073124556,normal
2025-06-04 15:51:50.903163,627.5141834143789,70.97018215096838,118.21231021762566,normal
2025-06-04 15:51:51.903163,627.7656261600067,70.99861965553706,137.9341490108304,normal
2025-06-04 15:51:52.903163,628.2310396091917,71.05125667655933,157.67060919876354,normal
2025-06-04 15:51:53.903163,629.0209665383813,71.14059530751348,177.43188567307283,normal
2025-06-04 15:51:54.903163,627.3579027410746,70.95250722322295,197.14091545730142,normal
2025-06-04 15:51:55.903163,629.9792240614862,71.24897168012748,216.93229647955906,normal
2025-06-04 15:51:56.903163,630.5050440332042,71.30844051789684,236.74019662341928,normal
2025-06-04 15:51:57.903163,631.3306745436711,71.40181712876229,256.57403471474214,normal
2025-06-04 15:51:58.903163,631.3138257066232,71.39991157018541,276.4073434842381,normal
2025-06-04 15:51:59.903163,632.2357134984796,71.50417462310129,296.26961421287734,normal
2025-06-04 15:52:00.903163,633.4511866908167,71.64164140256183,316.1700701580334,normal
2025-06-04 15:52:01.903163,634.7551551433609,71.78911676015875,336.1114914802997,normal
2025-06-04 15:52:02.903163,634.6179015697923,71.77359374669626,356.048600854382,normal
2025-06-04 15:52:03.903163,635.8728194958871,71.91552162044547,376.0251346378391,normal
2025-06-04 15:52:04.903163,635.3037953322062,71.85116650368141,395.9837919999728,normal
2025-06-04 15:52:05.903163,634.2497468917587,71.73195643354805,415.90933545373616,normal
2025-06-04 15:52:06.903163,632.930211310911,71.58272047521815,435.7934244746301,normal
2025-06-04 15:52:07.903163,634.5319849829569,71.76387680964743,455.7278346995322,normal
2025-06-04 15:52:08.903163,634.4254808627097,71.75183147742457,475.6588989988168,normal
2025-06-04 15:52:09.903163,632.5617219762637,71.5410453132986,495.53141158584424,normal
2025-06-04 15:52:10.903163,631.459378692264,71.4163732250397,515.3692930372441,normal
2025-06-04 15:52:11.903163,629.9665352825548,71.24753661303922,535.160275429755,normal
2025-06-04 15:52:12.903163,627.7471108461872,70.99652562287757,554.8815325472209,normal
2025-06-04 15:52:13.903163,627.8659700903686,71.0099682866975,574.6065237379702,normal
2025-06-04 15:52:14.903163,626.201493541259,70.82172042394231,594.279223855732,normal
